session_id,player_id,game_title,date,session_duration_min,in_game_purchases_usd,level,platform,region,player_type,account_age_category,achievement_count,social_interactions,churn_flag
S00000267,P00010070,Mythic Quest,2024-08-01,76,0,15,PC,SA,Premium,Veteran,17,9,No
S00000268,P00010070,Mythic Quest,2024-08-11,126,,17,PC,SA,Premium,Veteran,-1,7,0
S00000269,P00010071,Mythic Quest,2024-04-27,84,3.96,46,PC,na,Free,Veteran,-1,7,0
S00000270,P00010071,Mythic Quest,2024-05-16,143,0,47,PC,na,Free,Veteran,6,31,0
S00000271,P00010071,Mythic Quest,2024-05-16,173,0,49,PC,na,Free,Veteran,10,5,0
S00000272,P00010071,Mythic Quest,2024-06-05,83,,51,PC,na,Free,Veteran,22,5,0
S00000273,P00010071,Mythic Quest,2024-08-08,93,,56,PC,na,Free,Veteran,33,36,0
S00000274,P00010071,Mythic Quest,2024-08-13,82,0,60,PC,na,Free,Veteran,75,37,0
S00000275,P00010072,Mythic Quest,2024-05-05,149,9.50,35,,OCE,,New,18,32,0
S00000276,P00010072,Mythic Quest,2024-05-06,37,,36,,OCE,,New,23,20,1
S00000277,P00010073,Mythic Quest,2024-05-07,80,0,44,PC,N/A,,Veteran,27,30,0
S00000278,P00010073,Mythic Quest,2024-07-21,149,0,46,PC,N/A,,Veteran,11,4,0
S00000279,P00010073,Mythic Quest,2024-07-28,77,19.42,48,PC,N/A,,Veteran,18,,No
S00000280,P00010074,Mythic Quest,2024-05-26,74,,7,,,Casual,new,7,51,0
S00000281,P00010074,Mythic Quest,2024-06-03,161,0,9,,,Casual,new,36,,0
S00000282,P00010074,Mythic Quest,2024-06-16,50,0,11,,,Casual,new,40,31,No
S00000283,P00010074,Mythic Quest,2024-06-23,132,0,13,,,Casual,new,19,0,0
S00000284,P00010074,Mythic Quest,2024-06-24,61,,18,,,Casual,new,37,19,0
S00000285,P00010074,Mythic Quest,2024-07-04,200,20.05,20,,,Casual,new,56,12,0
S00000286,P00010074,Mythic Quest,2024-07-28,140,,21,,,Casual,new,50,33,0
S00000287,P00010074,Mythic Quest,2024-08-11,71,14.23,25,,,Casual,new,81,19,0
S00000288,P00010075,Mythic Quest,2024-04-20,29,,44,PLAYSTATION,OCE,Premium,,0,,0
S00000289,P00010075,Mythic Quest,2024-04-30,79,,46,PLAYSTATION,OCE,Premium,,16,19,0
S00000290,P00010075,Mythic Quest,2024-05-07,48,0,48,PLAYSTATION,OCE,Premium,,24,53,0
S00000291,P00010075,Mythic Quest,2024-05-09,163,0,51,PLAYSTATION,OCE,Premium,,36,,0
S00000292,P00010075,Mythic Quest,2024-05-16,82,,51,PLAYSTATION,OCE,Premium,,38,20,No
S00000293,P00010075,Mythic Quest,2024-05-16,96,0,52,PLAYSTATION,OCE,Premium,,23,7,0
S00000294,P00010075,Mythic Quest,2024-05-17,50,0,,PLAYSTATION,OCE,Premium,,40,0,0
S00000295,P00010075,Mythic Quest,2024-07-11,24,0,63,PLAYSTATION,OCE,Premium,,51,7,0
S00000296,P00010076,Mythic Quest,2024-06-14,141,,18,,N/A,Whale,veteran,7,,0
S00000297,P00010076,Mythic Quest,2024-07-17,83,,20,,N/A,Whale,veteran,46,36,0
S00000298,P00010077,Mythic Quest,2024-07-01,15,9.93,MAX,,OCE,PREMIUM,new,-1,24,No
S00000299,P00010077,Mythic Quest,2024-08-07,91,13.23,26,,OCE,PREMIUM,new,34,27,0
S00000300,P00010078,Mythic Quest,2024-04-30,105,0,34,pc,EU,Free,new,4,29,0
S00000301,P00010078,Mythic Quest,2024-05-29,,0,36,pc,EU,Free,new,18,43,No
S00000302,P00010078,Mythic Quest,2024-06-18,224,,39,pc,EU,Free,new,27,1,0
S00000303,P00010079,Mythic Quest,2024-05-06,105,0,50,,NA,,new,0,8,0
S00000304,P00010079,Mythic Quest,2024-05-16,180,4.85,51,,NA,,new,5,46,0
S00000305,P00010079,Mythic Quest,2024-06-02,68,9.31,54,,NA,,new,28,47,0
S00000306,P00010079,Mythic Quest,2024-06-24,50,11.48,57,,NA,,new,53,26,0
S00000307,P00010080,Mythic Quest,2024-05-31,122,,4,,NA,free,New,17,9,0
S00000308,P00010080,Mythic Quest,2024-06-30,18,0,6,,NA,free,New,41,,0
S00000309,P00010080,Mythic Quest,2024-07-02,63,0,8,,NA,free,New,17,,0
S00000310,P00010080,Mythic Quest,2024-07-07,165,,11,,NA,free,New,29,43,0
S00000311,P00010080,Mythic Quest,2024-07-22,137,,14,,NA,free,New,55,,0
S00000312,P00010080,Mythic Quest,2024-08-01,176,0,17,,NA,free,New,66,38,0
S00000313,P00010080,Mythic Quest,2024-08-07,79,,21,,NA,free,New,,39,0
S00000314,P00010081,Mythic Quest,2024-05-30,82,3.98,45,PC,ASIA,Casual,Veteran,14,5,0
S00000315,P00010081,Mythic Quest,2024-07-03,113,,47,PC,ASIA,Casual,Veteran,8,26,0
S00000316,P00010082,Mythic Quest,2024-04-23,50,,42,PLAYSTATION,OCE,Premium,veteran,12,22,0
S00000317,P00010082,Mythic Quest,2024-04-26,122,0.22,43,PLAYSTATION,OCE,Premium,veteran,5,,0
S00000318,P00010082,Mythic Quest,2024-06-19,NULL,0,47,PLAYSTATION,OCE,Premium,veteran,23,,0
S00000319,P00010083,Mythic Quest,2024-04-20,169,,12,PLAYSTATION,NA,,new,8,58,0
S00000320,P00010083,Mythic Quest,2024-04-28,197,0,14,PLAYSTATION,NA,,new,22,36,No
S00000321,P00010083,Mythic Quest,2024-05-07,184,3.95,16,PLAYSTATION,NA,,new,16,7,0
S00000322,P00010083,Mythic Quest,2024-05-22,136,,MAX,PLAYSTATION,NA,,new,17,3,0
S00000323,P00010083,Mythic Quest,2024-06-04,41,,20,PLAYSTATION,NA,,new,53,25,0
S00000324,P00010083,Mythic Quest,2024-06-27,135,0,24,PLAYSTATION,NA,,new,,17,0
S00000325,P00010083,Mythic Quest,2024-07-06,175,,26,PLAYSTATION,NA,,new,40,,0
S00000326,P00010084,Mythic Quest,2024-05-12,54,,45,PlayStation,ASIA,Premium,,11,0,No
S00000327,P00010084,Mythic Quest,2024-05-17,88,0,47,PlayStation,ASIA,Premium,,21,9,0
S00000328,P00010084,Mythic Quest,2024-05-23,41,,49,PlayStation,ASIA,Premium,,16,38,0
S00000329,P00010084,Mythic Quest,2024-06-05,58,0,50,PlayStation,ASIA,Premium,,31,15,0
S00000330,P00010084,Mythic Quest,2024-06-16,27,3.20,56,PlayStation,ASIA,Premium,,41,52,0
S00000331,P00010084,Mythic Quest,2024-06-23,111,13.82,55,PlayStation,ASIA,Premium,,31,40,0
S00000332,P00010084,Mythic Quest,2024-07-19,270,0,62,PlayStation,ASIA,Premium,,78,54,0
S00000333,P00010084,Mythic Quest,2024-07-27,229,,62,PlayStation,ASIA,Premium,,58,27,0
S00000334,P00010085,Mythic Quest,2024-04-19,16,3.27,44,,EU,Free,Veteran,1,8,No
S00000335,P00010085,Mythic Quest,2024-04-21,152,,45,,EU,Free,Veteran,25,10,0
S00000336,P00010085,Mythic Quest,2024-05-03,64,9.89,47,,EU,Free,Veteran,12,13,0
S00000337,P00010085,Mythic Quest,2024-06-17,117,0,50,,EU,Free,Veteran,29,3,0
S00000338,P00010085,Mythic Quest,2024-06-21,110,18.62,MAX,,EU,Free,Veteran,56,39,0
S00000339,P00010085,Mythic Quest,2024-07-14,158,,55,,EU,Free,Veteran,44,,0
S00000340,P00010086,Mythic Quest,2024-05-13,205,0,14,PLAYSTATION,,,Intermediate,22,5,0
S00000341,P00010086,Mythic Quest,2024-06-22,31,13.39,16,PLAYSTATION,,,Intermediate,16,29,0
S00000342,P00010086,Mythic Quest,2024-07-26,136,0,19,PLAYSTATION,,,Intermediate,51,,0
S00000343,P00010086,Mythic Quest,2024-08-03,144,20.96,21,PLAYSTATION,,,Intermediate,-1,49,0
S00000344,P00010087,Mythic Quest,2024-04-26,178,,15,PlayStation,N/A,,new,16,,0
S00000345,P00010087,Mythic Quest,2024-04-29,161,,16,PlayStation,N/A,,new,7,13,0
S00000346,P00010087,Mythic Quest,2024-05-18,10,0,18,PlayStation,N/A,,new,18,17,0
S00000347,P00010087,Mythic Quest,2024-06-15,49,0,22,PlayStation,N/A,,new,29,14,0
S00000348,P00010087,Mythic Quest,2024-06-22,126,,23,PlayStation,N/A,,new,53,7,0
S00000349,P00010087,Mythic Quest,2024-07-11,198,,25,PlayStation,N/A,,new,55,43,0
S00000350,P00010087,Mythic Quest,2024-07-30,241,,32,PlayStation,N/A,,new,81,72,No
S00000351,P00010087,Mythic Quest,2024-08-03,132,,34,PlayStation,N/A,,new,68,7,0
S00000352,P00010088,Mythic Quest,2024-04-21,69,0,16,PC,ASIA,Free,Intermediate,0,3,No
S00000353,P00010088,Mythic Quest,2024-06-29,60,0,18,PC,ASIA,Free,Intermediate,32,0,0
S00000354,P00010088,Mythic Quest,2024-07-18,117,0,21,PC,ASIA,Free,Intermediate,49,47,0
S00000355,P00010088,Mythic Quest,2024-08-14,180,12.07,23,PC,ASIA,Free,Intermediate,48,,0
S00000356,P00010089,Mythic Quest,2024-04-16,82,9.72,10,,SA,free,veteran,18,16,0
S00000357,P00010089,Mythic Quest,2024-05-27,30,0,12,,SA,free,veteran,9,15,No
S00000358,P00010089,Mythic Quest,2024-06-16,87,0,15,,SA,free,veteran,22,51,0
S00000359,P00010089,Mythic Quest,2024-07-22,37,0,18,,SA,free,veteran,38,19,0
S00000360,P00010089,Mythic Quest,2024-07-25,33,,19,,SA,free,veteran,38,35,0
S00000361,P00010089,Mythic Quest,2024-07-26,81,,20,,SA,free,veteran,51,14,0
S00000362,P00010090,Mythic Quest,2024-04-29,,0,2,PC,N/A,free,veteran,3,28,0
S00000363,P00010090,Mythic Quest,2024-05-25,133,0.11,3,PC,N/A,free,veteran,26,42,0
S00000364,P00010090,Mythic Quest,2024-06-11,35,11.99,5,PC,N/A,free,veteran,10,,No
S00000365,P00010090,Mythic Quest,2024-07-02,73,,10,PC,N/A,free,veteran,28,69,0
S00000366,P00010090,Mythic Quest,2024-07-08,15,0,11,PC,N/A,free,veteran,41,56,0
S00000367,P00010090,Mythic Quest,2024-07-18,117,,12,PC,N/A,free,veteran,47,30,1
S00000368,P00010091,Mythic Quest,2024-05-19,90,17.40,20,pc,N/A,Free,new,5,6,0
S00000369,P00010091,Mythic Quest,2024-05-27,161,15.40,22,pc,N/A,Free,new,37,28,0
S00000370,P00010091,Mythic Quest,2024-06-02,107,,23,pc,N/A,Free,new,20,12,0
S00000371,P00010091,Mythic Quest,2024-07-01,155,,27,pc,N/A,Free,new,49,5,0
S00000372,P00010091,Mythic Quest,2024-07-20,162,4.80,29,pc,N/A,Free,new,43,26,0
S00000373,P00010092,Mythic Quest,2024-06-02,119,6.40,33,pc,NA,Free,new,26,53,0
S00000374,P00010092,Mythic Quest,2024-07-15,165,0,35,pc,NA,Free,new,25,3,0
S00000375,P00010092,Mythic Quest,2024-08-05,129,,37,pc,NA,Free,new,25,,0
S00000376,P00010093,Mythic Quest,2024-04-16,47,0,13,Xbox,na,PREMIUM,New,18,,1
S00000377,P00010094,Mythic Quest,2024-04-20,96,0,37,,ASIA,Casual,veteran,16,2,0
S00000378,P00010094,Mythic Quest,2024-05-03,45,,39,,ASIA,Casual,veteran,17,28,0
S00000379,P00010094,Mythic Quest,2024-05-31,147,6.02,41,,ASIA,Casual,veteran,21,21,0
S00000380,P00010094,Mythic Quest,2024-06-03,45,,43,,ASIA,Casual,veteran,33,7,0
S00000381,P00010094,Mythic Quest,2024-06-28,80,6.33,45,,ASIA,Casual,veteran,27,1,0
S00000382,P00010094,Mythic Quest,2024-07-19,104,12.25,48,,ASIA,Casual,veteran,39,13,Yes
S00000383,P00010095,Mythic Quest,2024-05-08,132,10.48,41,pc,N/A,,,14,37,0
S00000384,P00010095,Mythic Quest,2024-05-17,84,14.01,43,pc,N/A,,,24,14,0
S00000385,P00010095,Mythic Quest,2024-06-25,80,1.93,45,pc,N/A,,,24,57,0
S00000386,P00010095,Mythic Quest,2024-06-29,213,,49,pc,N/A,,,39,51,0
S00000387,P00010095,Mythic Quest,2024-07-10,44,,MAX,pc,N/A,,,51,58,0
S00000388,P00010095,Mythic Quest,2024-07-19,171,0,55,pc,N/A,,,,49,0
S00000389,P00010095,Mythic Quest,2024-07-24,172,3.00,55,pc,N/A,,,52,40,0
S00000390,P00010095,Mythic Quest,2024-08-07,14,0,59,pc,N/A,,,68,44,No
S00000391,P00010096,Mythic Quest,2024-05-06,174,,42,PlayStation,NA,Whale,,19,5,0
S00000392,P00010096,Mythic Quest,2024-05-11,175,0,44,PlayStation,NA,Whale,,32,37,0
S00000393,P00010096,Mythic Quest,2024-05-17,170,59.33,45,PlayStation,NA,Whale,,34,30,No
S00000394,P00010096,Mythic Quest,2024-05-22,16,0,48,PlayStation,NA,Whale,,27,4,1
S00000395,P00010097,Mythic Quest,2024-05-21,40,,49,pc,EU,Free,Veteran,7,,0
S00000396,P00010097,Mythic Quest,2024-06-23,208,21.57,51,pc,EU,Free,Veteran,6,44,0
S00000397,P00010097,Mythic Quest,2024-06-25,112,0,53,pc,EU,Free,Veteran,21,33,0
S00000398,P00010098,Mythic Quest,2024-07-14,93,,15,pc,NA,PREMIUM,new,28,59,0
S00000399,P00010098,Mythic Quest,2024-08-11,54,,17,pc,NA,PREMIUM,new,13,23,0
S00000400,P00010099,Mythic Quest,2024-06-03,61,,21,Xbox,NA,PREMIUM,,2,55,0
S00000401,P00010099,Mythic Quest,2024-07-02,171,0,23,Xbox,NA,PREMIUM,,17,27,0
S00000402,P00010099,Mythic Quest,2024-07-03,85,5.76,,Xbox,NA,PREMIUM,,18,42,0
S00000403,P00010099,Mythic Quest,2024-07-04,11,9.06,27,Xbox,NA,PREMIUM,,16,7,0
S00000404,P00010099,Mythic Quest,2024-07-05,165,0,32,Xbox,NA,PREMIUM,,52,23,0
S00000405,P00010099,Mythic Quest,2024-07-22,166,,35,Xbox,NA,PREMIUM,,65,36,0
S00000406,P00010100,Mythic Quest,2024-05-21,15,,23,PC,ASIA,PREMIUM,Intermediate,26,11,0
S00000407,P00010100,Mythic Quest,2024-05-22,99,,24,PC,ASIA,PREMIUM,Intermediate,11,,0
S00000408,P00010100,Mythic Quest,2024-06-08,154,0,26,PC,ASIA,PREMIUM,Intermediate,12,22,No
S00000409,P00010100,Mythic Quest,2024-06-21,148,,31,PC,ASIA,PREMIUM,Intermediate,35,,0
S00000410,P00010100,Mythic Quest,2024-07-11,127,,31,PC,ASIA,PREMIUM,Intermediate,43,34,0
S00000411,P00010100,Mythic Quest,2024-07-11,171,0,34,PC,ASIA,PREMIUM,Intermediate,31,,0
S00000412,P00010100,Mythic Quest,2024-08-03,173,5.81,35,PC,ASIA,PREMIUM,Intermediate,55,22,0
S00000413,P00010100,Mythic Quest,2024-08-14,54,0,37,PC,ASIA,PREMIUM,Intermediate,38,45,No
S00000414,P00010101,Mythic Quest,2024-05-26,26,0,45,Xbox,OCE,Free,new,,20,0
S00000415,P00010101,Mythic Quest,2024-06-15,220,0,MAX,Xbox,OCE,Free,new,16,24,0
S00000416,P00010101,Mythic Quest,2024-06-16,36,,49,Xbox,OCE,Free,new,14,53,0
S00000417,P00010101,Mythic Quest,2024-06-18,89,14.93,52,Xbox,OCE,Free,new,36,,0
S00000418,P00010101,Mythic Quest,2024-07-13,176,,56,Xbox,OCE,Free,new,43,15,0
S00000419,P00010102,Mythic Quest,2024-04-25,153,,MAX,,N/A,Premium,New,27,46,0
S00000420,P00010102,Mythic Quest,2024-05-06,53,,21,,N/A,Premium,New,27,15,0
S00000421,P00010102,Mythic Quest,2024-05-15,29,,22,,N/A,Premium,New,,10,0
S00000422,P00010102,Mythic Quest,2024-05-15,164,14.98,25,,N/A,Premium,New,42,8,0
S00000423,P00010102,Mythic Quest,2024-05-25,186,21.14,27,,N/A,Premium,New,40,8,0
S00000424,P00010102,Mythic Quest,2024-06-14,25,1.60,28,,N/A,Premium,New,42,25,No
S00000425,P00010102,Mythic Quest,2024-08-14,42,27.30,36,,N/A,Premium,New,69,,0
S00000426,P00010103,Mythic Quest,2024-05-15,NULL,0,15,PLAYSTATION,na,PREMIUM,new,12,31,No
S00000427,P00010103,Mythic Quest,2024-08-05,81,0,17,PLAYSTATION,na,PREMIUM,new,30,25,0
S00000428,P00010104,Mythic Quest,2024-05-24,63,,41,PC,N/A,Whale,new,3,26,0
S00000429,P00010104,Mythic Quest,2024-06-15,57,0,43,PC,N/A,Whale,new,23,40,0
S00000430,P00010104,Mythic Quest,2024-07-17,213,0,MAX,PC,N/A,Whale,new,40,41,No
S00000431,P00010104,Mythic Quest,2024-07-23,208,,48,PC,N/A,Whale,new,50,28,0
S00000432,P00010104,Mythic Quest,2024-07-29,65,,52,PC,N/A,Whale,new,39,70,0
S00000433,P00010104,Mythic Quest,2024-08-04,66,113.83,53,PC,N/A,Whale,new,50,27,No
S00000434,P00010105,Mythic Quest,2024-04-28,193,0,MAX,PLAYSTATION,EU,PREMIUM,veteran,23,19,0
S00000435,P00010105,Mythic Quest,2024-05-03,112,0,47,PLAYSTATION,EU,PREMIUM,veteran,10,19,0
S00000436,P00010105,Mythic Quest,2024-05-04,18,16.56,48,PLAYSTATION,EU,PREMIUM,veteran,30,22,0
S00000437,P00010105,Mythic Quest,2024-05-11,50,0,51,PLAYSTATION,EU,PREMIUM,veteran,36,27,0
S00000438,P00010105,Mythic Quest,2024-06-02,119,20.64,53,PLAYSTATION,EU,PREMIUM,veteran,35,35,0
S00000439,P00010105,Mythic Quest,2024-06-26,129,0,55,PLAYSTATION,EU,PREMIUM,veteran,50,17,0
S00000440,P00010105,Mythic Quest,2024-07-05,250,,62,PLAYSTATION,EU,PREMIUM,veteran,59,43,0
S00000441,P00010105,Mythic Quest,2024-07-19,48,,62,PLAYSTATION,EU,PREMIUM,veteran,56,15,0
S00000442,P00010106,Mythic Quest,2024-04-19,156,,14,PlayStation,,PREMIUM,veteran,-1,25,0
S00000443,P00010106,Mythic Quest,2024-05-04,21,0,15,PlayStation,,PREMIUM,veteran,5,40,0
S00000444,P00010106,Mythic Quest,2024-05-31,96,0,18,PlayStation,,PREMIUM,veteran,23,8,No
S00000445,P00010106,Mythic Quest,2024-06-04,140,0,18,PlayStation,,PREMIUM,veteran,13,34,0
S00000446,P00010107,Mythic Quest,2024-04-18,148,0,38,Xbox,,Free,,7,46,0
S00000447,P00010107,Mythic Quest,2024-07-02,176,0,40,Xbox,,Free,,6,37,0
S00000448,P00010107,Mythic Quest,2024-07-03,98,0,42,Xbox,,Free,,27,,0
S00000449,P00010107,Mythic Quest,2024-08-01,188,,MAX,Xbox,,Free,,36,21,0
S00000450,P00010107,Mythic Quest,2024-08-06,62,11.75,49,Xbox,,Free,,63,5,0
S00000451,P00010108,Mythic Quest,2024-05-12,47,0,41,,NA,Free,new,29,19,0
S00000452,P00010108,Mythic Quest,2024-08-04,148,,43,,NA,Free,new,35,52,0
S00000453,P00010109,Mythic Quest,2024-04-23,60,13.52,35,pc,NA,Casual,,22,,0
S00000454,P00010109,Mythic Quest,2024-04-24,49,0,37,pc,NA,Casual,,24,21,0
S00000455,P00010109,Mythic Quest,2024-05-24,57,,38,pc,NA,Casual,,21,26,0
S00000456,P00010109,Mythic Quest,2024-05-25,196,0,41,pc,NA,Casual,,40,0,0
S00000457,P00010109,Mythic Quest,2024-07-13,92,,44,pc,NA,Casual,,-1,44,No
S00000458,P00010109,Mythic Quest,2024-08-10,51,,48,pc,NA,Casual,,44,42,No
S00000459,P00010110,Mythic Quest,2024-04-19,86,0,47,,SA,,veteran,9,24,0
S00000460,P00010110,Mythic Quest,2024-04-25,31,,49,,SA,,veteran,21,50,0
S00000461,P00010110,Mythic Quest,2024-04-28,59,,50,,SA,,veteran,13,,0
S00000462,P00010110,Mythic Quest,2024-05-12,137,,54,,SA,,veteran,18,32,0
S00000463,P00010110,Mythic Quest,2024-06-09,30,0,54,,SA,,veteran,22,22,0
S00000464,P00010110,Mythic Quest,2024-06-22,91,0,61,,SA,,veteran,55,,0
S00000465,P00010110,Mythic Quest,2024-07-17,34,,60,,SA,,veteran,64,44,0
S00000466,P00010110,Mythic Quest,2024-08-03,152,,66,,SA,,veteran,57,56,0
S00000467,P00010111,Mythic Quest,2024-04-20,61,,14,PlayStation,OCE,free,Intermediate,25,17,0
S00000468,P00010111,Mythic Quest,2024-07-04,134,0,16,PlayStation,OCE,free,Intermediate,30,58,0
S00000469,P00010112,Mythic Quest,2024-04-26,208,0,24,,,,,23,,0
S00000470,P00010112,Mythic Quest,2024-05-08,115,0,25,,,,,5,12,0
S00000471,P00010112,Mythic Quest,2024-05-10,57,0,27,,,,,22,7,0
S00000472,P00010112,Mythic Quest,2024-07-06,76,7.22,31,,,,,49,19,0
S00000473,P00010112,Mythic Quest,2024-07-15,131,0,32,,,,,30,6,No
S00000474,P00010112,Mythic Quest,2024-07-22,109,10.63,,,,,,48,42,0
S00000475,P00010112,Mythic Quest,2024-08-13,146,,41,,,,,53,42,0
S00000476,P00010113,Mythic Quest,2024-05-21,63,0,9,,ASIA,,Intermediate,23,45,0
S00000477,P00010113,Mythic Quest,2024-06-07,55,0,10,,ASIA,,Intermediate,6,12,0
S00000478,P00010113,Mythic Quest,2024-07-20,45,,13,,ASIA,,Intermediate,16,9,0
S00000479,P00010113,Mythic Quest,2024-08-06,183,,15,,ASIA,,Intermediate,47,53,0
S00000480,P00010113,Mythic Quest,2024-08-07,182,0,18,,ASIA,,Intermediate,50,44,0
S00000481,P00010114,Mythic Quest,2024-05-07,71,4.40,19,PC,NA,,Intermediate,9,2,0
S00000482,P00010114,Mythic Quest,2024-05-07,NULL,0,21,PC,NA,,Intermediate,18,33,0
S00000483,P00010114,Mythic Quest,2024-05-11,146,0,22,PC,NA,,Intermediate,15,,0
S00000484,P00010114,Mythic Quest,2024-07-12,59,18.23,26,PC,NA,,Intermediate,43,2,0
S00000485,P00010114,Mythic Quest,2024-07-12,102,0,28,PC,NA,,Intermediate,55,56,0
S00000486,P00010114,Mythic Quest,2024-07-30,NULL,,32,PC,NA,,Intermediate,61,65,0
S00000487,P00010115,Mythic Quest,2024-05-25,194,19.19,34,,N/A,Casual,veteran,10,14,0
S00000488,P00010115,Mythic Quest,2024-06-05,160,0,35,,N/A,Casual,veteran,14,27,0
S00000489,P00010115,Mythic Quest,2024-06-10,163,,37,,N/A,Casual,veteran,10,40,0
S00000490,P00010115,Mythic Quest,2024-06-18,166,0,40,,N/A,Casual,veteran,27,13,0
S00000491,P00010115,Mythic Quest,2024-06-19,130,,42,,N/A,Casual,veteran,22,19,0
S00000492,P00010115,Mythic Quest,2024-06-27,43,,46,,N/A,Casual,veteran,32,7,0
S00000493,P00010115,Mythic Quest,2024-07-04,20,0,46,,N/A,Casual,veteran,30,6,0
S00000494,P00010115,Mythic Quest,2024-07-11,111,,54,,N/A,Casual,veteran,52,38,0
S00000495,P00010116,Mythic Quest,2024-06-26,148,0,15,PlayStation,ASIA,PREMIUM,veteran,9,12,0
S00000496,P00010116,Mythic Quest,2024-07-09,110,0,,PlayStation,ASIA,PREMIUM,veteran,12,2,0
S00000497,P00010117,Mythic Quest,2024-05-03,221,0,18,PLAYSTATION,N/A,Free,New,10,14,No
S00000498,P00010117,Mythic Quest,2024-07-02,106,,20,PLAYSTATION,N/A,Free,New,32,45,0
S00000499,P00010117,Mythic Quest,2024-07-19,41,0,22,PLAYSTATION,N/A,Free,New,13,22,0
S00000500,P00010117,Mythic Quest,2024-07-27,147,,24,PLAYSTATION,N/A,Free,New,31,16,0
S00000501,P00010117,Mythic Quest,2024-08-09,102,0,27,PLAYSTATION,N/A,Free,New,24,4,0
S00000502,P00010118,Mythic Quest,2024-04-19,117,0,32,PC,na,,Veteran,8,,0
S00000503,P00010118,Mythic Quest,2024-06-20,,0,MAX,PC,na,,Veteran,46,16,0
S00000504,P00010118,Mythic Quest,2024-08-14,128,0,36,PC,na,,Veteran,19,51,0
S00000505,P00010119,Mythic Quest,2024-04-21,82,0,13,,ASIA,Whale,Intermediate,10,1,0
S00000506,P00010119,Mythic Quest,2024-05-06,83,0,14,,ASIA,Whale,Intermediate,9,18,0
S00000507,P00010119,Mythic Quest,2024-06-19,40,91.78,18,,ASIA,Whale,Intermediate,51,41,0
S00000508,P00010119,Mythic Quest,2024-06-27,108,0,19,,ASIA,Whale,Intermediate,30,53,0
S00000509,P00010119,Mythic Quest,2024-08-10,24,0,22,,ASIA,Whale,Intermediate,26,16,0
S00000510,P00010119,Mythic Quest,2024-08-14,196,98.83,24,,ASIA,Whale,Intermediate,58,55,0
S00000511,P00010121,Mythic Quest,2024-06-14,152,0,21,pc,N/A,Free,New,4,14,1
S00000512,P00010122,Mythic Quest,2024-06-04,75,,30,,SA,Premium,veteran,10,10,0
S00000513,P00010122,Mythic Quest,2024-06-10,25,0,31,,SA,Premium,veteran,28,16,0
S00000514,P00010122,Mythic Quest,2024-06-19,119,0,MAX,,SA,Premium,veteran,15,36,0
S00000515,P00010122,Mythic Quest,2024-06-29,105,11.44,38,,SA,Premium,veteran,24,21,0
S00000516,P00010122,Mythic Quest,2024-07-13,196,12.81,39,,SA,Premium,veteran,35,4,0
S00000517,P00010122,Mythic Quest,2024-07-29,84,22.26,43,,SA,Premium,veteran,,55,0
S00000518,P00010123,Mythic Quest,2024-05-18,52,0,15,PlayStation,SA,,Veteran,21,37,0
S00000519,P00010123,Mythic Quest,2024-05-26,121,,16,PlayStation,SA,,Veteran,12,0,No
S00000520,P00010123,Mythic Quest,2024-06-11,155,12.94,19,PlayStation,SA,,Veteran,-1,37,0
S00000521,P00010123,Mythic Quest,2024-07-06,245,3.91,22,PlayStation,SA,,Veteran,45,34,0
S00000522,P00010123,Mythic Quest,2024-07-25,144,,24,PlayStation,SA,,Veteran,23,5,0
S00000523,P00010124,Mythic Quest,2024-05-13,65,18.27,39,PLAYSTATION,SA,Free,,0,34,0
S00000524,P00010124,Mythic Quest,2024-05-23,84,0,40,PLAYSTATION,SA,Free,,-1,41,0
S00000525,P00010124,Mythic Quest,2024-07-11,97,0,44,PLAYSTATION,SA,Free,,-1,36,Yes
S00000526,P00010125,Mythic Quest,2024-05-02,113,,10,PlayStation,OCE,free,Intermediate,-1,25,0
S00000527,P00010125,Mythic Quest,2024-06-07,179,0,11,PlayStation,OCE,free,Intermediate,28,5,0
S00000528,P00010125,Mythic Quest,2024-08-11,24,,15,PlayStation,OCE,free,Intermediate,,22,0
S00000529,P00010125,Mythic Quest,2024-08-14,34,0,17,PlayStation,OCE,free,Intermediate,31,46,0
S00000530,P00010126,Mythic Quest,2024-04-19,11,3.63,12,pc,,Premium,Veteran,26,25,0
S00000531,P00010126,Mythic Quest,2024-05-27,54,0,14,pc,,Premium,Veteran,17,51,0
S00000532,P00010126,Mythic Quest,2024-06-08,68,,16,pc,,Premium,Veteran,20,40,0
S00000533,P00010126,Mythic Quest,2024-07-07,17,,20,pc,,Premium,Veteran,41,4,No
S00000534,P00010126,Mythic Quest,2024-07-17,20,,MAX,pc,,Premium,Veteran,62,,0
S00000535,P00010126,Mythic Quest,2024-08-04,29,,23,pc,,Premium,Veteran,53,31,0
S00000536,P00010126,Mythic Quest,2024-08-06,202,,26,pc,,Premium,Veteran,,15,0
S00000537,P00010127,Mythic Quest,2024-04-18,64,13.80,44,PLAYSTATION,EU,Casual,,7,,No
S00000538,P00010127,Mythic Quest,2024-04-28,,0,46,PLAYSTATION,EU,Casual,,26,13,0
S00000539,P00010127,Mythic Quest,2024-07-03,182,,49,PLAYSTATION,EU,Casual,,,60,0
S00000540,P00010127,Mythic Quest,2024-07-06,150,1.54,51,PLAYSTATION,EU,Casual,,27,2,0
